revisionId	branch	timestamp	comment	parent1	parent2
7151:7a6a1eb76118	infinica_5.0	Thu Sep 08 13:29:32 CEST 2016	Bogdan Mustiata	Fix #INFC-1564: Check if the attachedTrigger is actually attached.	7149:f2742b8f2dd9	null
7150:17e96c9d14a6	infinica_5.1	Thu Sep 08 11:16:31 CEST 2016	Bogdan Mustiata	Merge with infinica_5.0	7146:f3b49288c798	7146:f3b49288c798
7149:f2742b8f2dd9	infinica_5.0	Thu Sep 08 11:07:11 CEST 2016	Bogdan Mustiata	Fix #INFC-1564: Move the date picker into its correct position.	null	null
7148:b5538c971fa5	infinica_5.0	Thu Sep 08 10:43:21 CEST 2016	Bogdan Mustiata	Fix #INFC-1570: Keep aspect ratio of the Image when inserting an image.	7141:9b06f704c16a	null
7147:a59f5df0c02b	infinica_5.1	Thu Sep 08 14:09:02 CEST 2016	tthonhofer	Started loading TaskTypes in ProcesDesigner	null	null
7146:f3b49288c798	infinica_5.1	Wed Sep 07 21:34:58 CEST 2016	tthonhofer	Merge with infinica_5.1_tthonhofer	7144:8cfc69901ca0	7144:8cfc69901ca0
7145:44eadafd7deb	infinica_5.1_mschedenig	Wed Sep 07 18:44:33 CEST 2016	mschedenig	Refactored internal activity API and began refactoring activity implementations.	7127:9c1eaa4a6125	null
7144:8cfc69901ca0	infinica_5.1	Wed Sep 07 16:07:49 CEST 2016	mleitner	Merge with infinica_5.0	7143:63e5540a4fa3	7143:63e5540a4fa3
7143:63e5540a4fa3	infinica_5.1	Wed Sep 07 16:07:30 CEST 2016	mleitner	Merge with infinica_5.0	7142:b88ad06011ee	7142:b88ad06011ee
7142:b88ad06011ee	infinica_5.1	Wed Sep 07 16:07:04 CEST 2016	mleitner	Merge with infinica_5.0	7128:30297e838ec9	7128:30297e838ec9
7141:9b06f704c16a	infinica_5.0	Wed Sep 07 14:59:41 CEST 2016	mleitner	updated release notes	null	null
7140:3c70b3f94e56	infinica_5.0	Wed Sep 07 16:05:00 CEST 2016	mleitner	Merge with release 5.0.4.2	7125:32324546c717	7125:32324546c717
7139:c8b6060ef2a9	release 5.0.4.2	Wed Sep 07 16:02:48 CEST 2016	mleitner	Close release 5.0.4.2 branch	null	null
7138:f0b49880281c	release 5.0.4.2	Wed Sep 07 15:44:41 CEST 2016	mleitner	release 5.0.4.3-SNAPSHOT	null	null
7137:13907dca13f1	release 5.0.4.2	Wed Sep 07 14:24:26 CEST 2016	mleitner	created installers for Infinica Process Designer 5_0_4_2	null	null
7136:dececf22c8ab	release 5.0.4.2	Wed Sep 07 14:20:27 CEST 2016	mleitner	created installers for Infinica Template Designer 5_0_4_2	null	null
7135:611e73264ff3	release 5.0.4.2	Wed Sep 07 13:54:51 CEST 2016	mleitner	release 5.0.4.2	null	null
7134:796ee23f8b72	release 5.0.4.2	Wed Sep 07 12:46:28 CEST 2016	mleitner	release 5.0.4.2	7125:32324546c717	null
7133:721ff0a75c59	infinica_5.1_tthonhofer	Wed Sep 07 21:30:04 CEST 2016	tthonhofer	Fixed engine test failures	null	null
7132:cbf8a355193e	infinica_5.1_tthonhofer	Wed Sep 07 15:45:13 CEST 2016	tthonhofer	Implemented Task Types	null	null
7131:764832a74f2d	infinica_5.1_tthonhofer	Wed Sep 07 10:21:35 CEST 2016	tthonhofer	Merge with infinica_5.1	7130:9eba0c3e1d08	7130:9eba0c3e1d08
7130:9eba0c3e1d08	infinica_5.1_tthonhofer	Wed Sep 07 10:20:48 CEST 2016	tthonhofer	Moved ScreenshotTest to processdesigner test plugin	null	null
7129:0d67ee5a30bd	infinica_5.1_tthonhofer	Wed Sep 07 10:19:55 CEST 2016	tthonhofer	Created framework for headless testing	6936:577438a1f429	null
7128:30297e838ec9	infinica_5.1	Wed Sep 07 10:16:41 CEST 2016	mschedenig	Merge with infinica_5.1_mschedenig	7122:0948cceacb15	7122:0948cceacb15
7127:9c1eaa4a6125	infinica_5.1_mschedenig	Wed Sep 07 10:16:06 CEST 2016	mschedenig	Merge with infinica_5.1	7120:a0ec7b9929ac	7120:a0ec7b9929ac
7126:8fbcc42f79f7	infinica_5.0_tmertes	Wed Sep 07 09:24:01 CEST 2016	tmertes	Merge with infinica_5.0	7124:ee85695243ba	7124:ee85695243ba
7125:32324546c717	infinica_5.0	Wed Sep 07 09:23:13 CEST 2016	tmertes	Merge with infinica_5.0_tmertes	7111:f4832ed7c6c2	7111:f4832ed7c6c2
7124:ee85695243ba	infinica_5.0_tmertes	Wed Sep 07 09:21:59 CEST 2016	tmertes	RE-140: Typos in Publish dialog	null	null
7123:12cd9401e45b	infinica_5.0_tmertes	Wed Sep 07 09:19:08 CEST 2016	tmertes	Merge with infinica_5.0	7093:b797f0fdd8fd	7093:b797f0fdd8fd
7122:0948cceacb15	infinica_5.1	Wed Sep 07 00:29:34 CEST 2016	christopher.prengel@infinica.com	Merge	7121:b42819c92e5a	7121:b42819c92e5a
7121:b42819c92e5a	infinica_5.1	Wed Sep 07 00:28:04 CEST 2016	christopher.prengel@infinica.com	update: reduced DET template using Berger latest on 91;	7032:e70b7a35fcf8	null
